T\p, 1e-4, 1e-3, 1e-2, 1e-1, 1e0, 1e1, 1e2
5.00000e+02,1.39232e+00,1.38859e+00,1.39048e+00,1.39123e+00,1.38954e+00,1.39015e+00,1.39061e+00
1.00000e+03,1.33678e+00,1.33684e+00,1.33665e+00,1.33672e+00,1.33674e+00,1.33728e+00,1.33740e+00
1.50000e+03,1.31051e+00,1.31176e+00,1.30992e+00,1.31080e+00,1.30993e+00,1.30932e+00,1.30934e+00
2.00000e+03,1.13757e+00,1.22394e+00,1.25636e+00,1.28780e+00,1.30074e+00,1.30168e+00,1.30159e+00
2.50000e+03,1.13915e+00,1.12238e+00,1.14799e+00,1.19693e+00,1.24478e+00,1.28154e+00,1.29529e+00
3.00000e+03,1.33108e+00,1.23666e+00,1.15332e+00,1.15006e+00,1.17846e+00,1.23014e+00,1.27094e+00
3.50000e+03,1.17124e+00,1.24402e+00,1.30098e+00,1.18387e+00,1.16811e+00,1.19145e+00,1.23188e+00
4.00000e+03,1.10095e+00,1.14125e+00,1.20445e+00,1.30030e+00,1.20952e+00,1.19030e+00,1.20832e+00
4.50000e+03,1.09275e+00,1.10263e+00,1.13435e+00,1.19875e+00,1.28996e+00,1.22821e+00,1.20544e+00
5.00000e+03,1.12960e+00,1.09956e+00,1.10816e+00,1.13956e+00,1.20752e+00,1.27824e+00,1.22329e+00
5.50000e+03,1.27371e+00,1.13314e+00,1.11201e+00,1.11884e+00,1.15967e+00,1.22849e+00,1.25404e+00
6.00000e+03,1.26860e+00,1.24282e+00,1.14079e+00,1.12102e+00,1.13882e+00,1.19507e+00,1.27806e+00
6.50000e+03,1.17753e+00,1.28386e+00,1.20600e+00,1.13862e+00,1.13766e+00,1.16973e+00,1.22221e+00
7.00000e+03,1.13162e+00,1.19997e+00,1.32629e+00,1.17288e+00,1.14171e+00,1.15566e+00,1.19541e+00
7.50000e+03,1.11202e+00,1.14849e+00,1.24563e+00,1.22860e+00,1.16404e+00,1.15223e+00,1.18311e+00
8.00000e+03,1.10871e+00,1.12712e+00,1.18784e+00,1.32260e+00,1.19852e+00,1.15576e+00,1.17776e+00
8.50000e+03,1.10932e+00,1.11864e+00,1.15627e+00,1.25107e+00,1.25398e+00,1.17021e+00,1.17839e+00
9.00000e+03,1.11728e+00,1.11734e+00,1.13906e+00,1.20117e+00,1.33402e+00,1.19626e+00,1.18042e+00
9.50000e+03,1.13759e+00,1.12205e+00,1.12919e+00,1.17587e+00,1.27919e+00,1.22805e+00,1.18637e+00
1.00000e+04,1.17548e+00,1.13094e+00,1.13124e+00,1.16004e+00,1.23300e+00,1.30079e+00,1.19504e+00
1.05000e+04,1.24028e+00,1.14718e+00,1.13256e+00,1.15190e+00,1.20465e+00,1.32539e+00,1.20951e+00
1.10000e+04,1.33198e+00,1.17105e+00,1.14019e+00,1.15050e+00,1.18648e+00,1.26592e+00,1.22865e+00
1.15000e+04,1.41592e+00,1.20390e+00,1.14776e+00,1.15040e+00,1.17658e+00,1.24342e+00,1.25333e+00
1.20000e+04,1.48137e+00,1.26219e+00,1.15908e+00,1.15377e+00,1.17313e+00,1.22693e+00,1.29129e+00
1.25000e+04,1.52820e+00,1.34566e+00,1.17915e+00,1.16041e+00,1.16896e+00,1.21898e+00,1.36468e+00
1.30000e+04,1.55442e+00,1.42107e+00,1.21249e+00,1.16847e+00,1.16965e+00,1.21268e+00,1.34172e+00
1.35000e+04,1.56674e+00,1.47315e+00,1.25838e+00,1.17860e+00,1.17151e+00,1.20648e+00,1.29107e+00
1.40000e+04,1.57520e+00,1.50691e+00,1.33310e+00,1.19227e+00,1.17627e+00,1.20097e+00,1.26051e+00
1.45000e+04,1.57477e+00,1.53342e+00,1.43703e+00,1.21316e+00,1.18228e+00,1.19961e+00,1.25108e+00
1.50000e+04,1.57491e+00,1.55257e+00,1.53561e+00,1.23994e+00,1.18877e+00,1.20018e+00,1.26052e+00
